#Complex ac	Recommended name	Aliases for complex	Taxonomy identifier	Identifiers (and stoichiometry) of molecules in complex	Evidence Code	Experimental evidence	Go Annotations	Cross references	Description	Complex properties	Complex assembly	Ligand	Disease	Agonist	Antagonist	Comment	Source	Expanded participant list
CPX-2284	Histone-lysine N-methyltransferase/demethylase TRR complex	COMPASS-Like complex|Trithorax-related complex proteins associated with Set1-LIKE|MLL3/4 complex|Trr complex	7227	A8DYV5(0)|Q8IRW8(0)|Q94545(0)|Q9V3J8(0)|Q9VKQ9(0)|Q9VL07(0)|Q9VPH8(0)|Q9VUB7(0)|Q9VYZ8(0)|Q9W1H0(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0044666(MLL3/4 complex)|GO:0042800(histone methyltransferase activity (H3-K4 specific))|GO:0045944(positive regulation of transcription by RNA polymerase II)|GO:0071558(histone H3-tri/di-methyl-lysine-27 demethylase activity)	rhea:RHEA:60260(identity)|flybase:FBgg0000315(identity)|intenz:1.14.11.68(identity)|rhea:RHEA:60224(identity)|pubmed:23166019(see-also)|pubmed:27257261(see-also)|intenz:2.1.1.354(identity)|complex portal:CPX-2284(complex-primary)	Histone lysine methyltransferase complex which methylates lysine-4 on the histone H3 tail at important regulatory regions in the genome and thus modulates chromatin structures and DNA accessibility. Distinct H3K4 methylation states resulting in activation of cis-regulatory enhancer elements that control the transcriptional regulation of developmental genes. The UTX subunit is a histone demethylase that specifically demethylates trimethylated and dimethylated Lys-27 of histone H3, enabling nej (Q9W321)-mediated H3K27 acetylation. Methylation of Lys-4 and concomitant demethylation of Lys-27 regulates the recruitment of the PRC1 complex (CPX-2578/CPX-2590) and monoubiquitination of histone H2A.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	A8DYV5(0)|Q8IRW8(0)|Q94545(0)|Q9V3J8(0)|Q9VKQ9(0)|Q9VL07(0)|Q9VPH8(0)|Q9VUB7(0)|Q9VYZ8(0)|Q9W1H0(0)
CPX-2287	Histone-lysine N-methyltransferase TRX complex	COMPASS-like complex|Myeloid/Lymphoid Leukemia1/2 complex|Trithorax complex proteins associated with Set1-LIKE|Trx methylase complex|MLL1/2 complex	7227	P20659(0)|Q94545(0)|Q9V3J8(0)|Q9V4C8(0)|Q9VKQ9(0)|Q9VM47(0)|Q9VPH8(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0044665(MLL1/2 complex)|GO:0042800(histone methyltransferase activity (H3-K4 specific))|GO:0032968(positive regulation of transcription elongation by RNA polymerase II)	flybase:FBgg0000285(identity)|pubmed:27257261(see-also)|pubmed:21875999(see-also)|rhea:RHEA:60276(identity)|intenz:2.1.1.355(identity)|complex portal:CPX-2287(complex-primary)	Histone lysine methyltransferase complex which methylates lysine-4 on the histone H3 tail at important regulatory regions in the genome and thus modulates chromatin structures and DNA accessibility. Distinct H3K4 methylation states resulting in activation of cis-regulatory enhancer elements that control the transcriptional regulation of developmental genes. Plays a role in the early regulation of homeotic genes expressed only in the posterior region of the embryo	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P20659(0)|Q94545(0)|Q9V3J8(0)|Q9V4C8(0)|Q9VKQ9(0)|Q9VM47(0)|Q9VPH8(0)
CPX-2293	TWS-protein phosphatase 2A complex	PP2A-B55 complex	7227	P23696(0)|P36179(0)|P36872(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000159(protein phosphatase type 2A complex)|GO:0004722(protein serine/threonine phosphatase activity)|GO:0000278(mitotic cell cycle)|GO:0090306(meiotic spindle assembly)	flybase:FBgg0000901(identity)|pubmed:21852958(see-also)|pubmed:34297127(see-also)|rhea:RHEA:47004(identity)|qsproteome:QS117467(identity)|intenz:3.1.3.16(identity)|pubmed:33836042(see-also)|rhea:RHEA:20629(identity)|pubmed:26761639(see-also)|complex portal:CPX-2293(complex-primary)	Serine/threonine phosphatase complex which dephosphorylates substrates of mitotic kinases such as Cdk1. Promotes the translocation of Gwl (Q95TN8) to its nuclear localization during cytokinesis. Required for oocyte spindle assembly.	-	-	-	-	-	-	PSI-XML 2.5 interaction id 957	psi-mi:"MI:0469"(IntAct)	P23696(0)|P36179(0)|P36872(0)
CPX-2294	WDB-protein phosphatase 2A complex	PP2A-B56 complex	7227	A0A6F7R657(0)|P23696(0)|P36179(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000159(protein phosphatase type 2A complex)|GO:0004722(protein serine/threonine phosphatase activity)|GO:0090306(meiotic spindle assembly)|GO:0034086(maintenance of sister chromatid cohesion)	intenz:3.1.3.16(identity)|rhea:RHEA:20629(identity)|rhea:RHEA:47004(identity)|qsproteome:QS190677(identity)|flybase:FBgg0000907(identity)|pubmed:34297127(see-also)|complex portal:CPX-2294(complex-primary)	Serine/threonine phosphatase complex required for oocyte spindle assembly, maintenance of sister chromatid cohesion, establishment of end-on microtubule attachments, and metaphase arrest in oocytes.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	A0A6F7R657(0)|P23696(0)|P36179(0)
CPX-2301	WRD-protein phosphatase 2A complex	-	7227	P23696(0)|P36179(0)|Q9VEC6(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0004722(protein serine/threonine phosphatase activity)|GO:0034086(maintenance of sister chromatid cohesion)|GO:0090306(meiotic spindle assembly)|GO:0000159(protein phosphatase type 2A complex)	intenz:3.1.3.16(identity)|pubmed:34297127(see-also)|flybase:FBgg0000899(identity)|qsproteome:QS194049(identity)|rhea:RHEA:20629(identity)|rhea:RHEA:47004(identity)|complex portal:CPX-2301(complex-primary)	Serine/threonine phosphatase complex required for oocyte spindle assembly, maintenance of sister chromatid cohesion, establishment of end-on microtubule attachments, and metaphase arrest in oocytes.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P23696(0)|P36179(0)|Q9VEC6(0)
CPX-2302	U2 small nuclear ribonucleoprotein auxiliary factor complex	U2 snRNP auxilary factor complex|U2AF complex	7227	Q24562(0)|Q94535(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0030628(pre-mRNA 3'-splice site binding)|GO:0089701(U2AF complex)|GO:0008187(poly-pyrimidine tract binding)|GO:0048024(regulation of mRNA splicing, via spliceosome)|GO:0005634(nucleus)	qsproteome:QS120217(identity)|pubmed:9632785(see-also)|flybase:FBgg0000538(identity)|complex portal:CPX-2302(complex-primary)	Ribonucleoprotein complex that recognizes an consensus AG-dinucleotide at the splice site junction and a preceding polypyrimidine tract and recruits the U2 small nuclear ribonucleoprotein particle (snRNP) of the spliceosome during the removal of intervening sequences (introns) separating protein-coding regions within pre-mRNAs. U2 snRNP defines the 3′ splice site.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q24562(0)|Q94535(0)
CPX-2308	Core mediator complex	-	7227	A1ZB42(0)|A1ZBT5(0)|P91641(0)|Q7KBL8(0)|Q8IH24(0)|Q8MSX2(0)|Q9GYU7(0)|Q9GYV9(0)|Q9V439(0)|Q9V4F9(0)|Q9VBQ9(0)|Q9VDR1(0)|Q9VEC1(0)|Q9VNG0(0)|Q9VP05(0)|Q9VS38(0)|Q9VSF2(0)|Q9VVL6(0)|Q9VVS4(0)|Q9W0P3(0)|Q9W0P8(0)|Q9W1X7(0)|Q9W278(0)|Q9W5P1(0)|Q9XZT1(0)|Q9Y149(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0045893(positive regulation of DNA-templated transcription)|GO:0003713(transcription coactivator activity)|GO:0005634(nucleus)|GO:0070847(core mediator complex)	pubmed:35725906(see-also)|flybase:FBgg0000359(identity)|pubmed:15175151(see-also)|pubmed:11090137(see-also)|complex portal:CPX-2308(complex-primary)	Plays an essential role in gene expression regulation by acting as a bridge between DNA-binding transcription factors and the RNA polymerase II (RNAPII) transcription machinery, serving as a central scaffold within the pre-initiation complex. The Mediator complex is also targeted by sequence-specific, DNA-binding transcription factors and appears to regulate RNAPII at both the initiation and elongation stages of transcription. The Mediator complex, having a compact conformation in its free form, is recruited to promoters by direct interactions with regulatory proteins and unfolds to an extended conformation and partially surrounds RNAPII specifically interacting with the unphosphorylated form of its C-terminal domain. The Mediator complex dissociates from the RNA polymerase II holoenzyme and stays at the promoter when transcriptional elongation begins. Reversibly associates with the CKM complex (CPX-7701). Mediator lacking the CKM complex has a stimulatory effect on basal transcription. In contrast, Mediator containing the sub-complex represses basal transcription.	Organized into three sub-modules, termed Head, Middle and Tail which form self-contained segments of the Mediator structure connected by relatively small interfaces. The Mediator head module contains MED6, MED8, MED11, MED17, MED18, MED20, MED22, MED27, MED28, MED29 AND MED30 the middle module contains MED1, MED4, MED7, MED9, MED10, MED19,MED21, MED26 AND MED31, and the tail module contains MED23, MED24, MED25, MED14, MED15 and MED16. Interaction with RNAPII requires large conformational rearrangements made possible by changes at the module interfaces.	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	A1ZB42(0)|A1ZBT5(0)|P91641(0)|Q7KBL8(0)|Q8IH24(0)|Q8MSX2(0)|Q9GYU7(0)|Q9GYV9(0)|Q9V439(0)|Q9V4F9(0)|Q9VBQ9(0)|Q9VDR1(0)|Q9VEC1(0)|Q9VNG0(0)|Q9VP05(0)|Q9VS38(0)|Q9VSF2(0)|Q9VVL6(0)|Q9VVS4(0)|Q9W0P3(0)|Q9W0P8(0)|Q9W1X7(0)|Q9W278(0)|Q9W5P1(0)|Q9XZT1(0)|Q9Y149(0)
CPX-2331	MON1-CCZ1 guanyl-nucleotide exchange factor complex	-	7227	Q9VR38(1)|Q9VRX1(1)|Q9VZL5(1)	ECO:0000353(physical interaction evidence used in manual assertion)	wwpdb:8c7g	GO:0035658(Mon1-Ccz1 complex)|GO:0032511(late endosome to vacuole transport via multivesicular body sorting pathway)|GO:0005085(guanyl-nucleotide exchange factor activity)	pubmed:23418349(see-also)|flybase:FBgg0000153(identity)|qsproteome:QS190925(identity)|emdb:EMD-16457(identity)|pubmed:37155863(see-also)|pubmed:32499409(see-also)|pubmed:37216550(see-also)|complex portal:CPX-2331(complex-primary)	Guanyl-nucleotide exchange factor complex with a critical role in maintaining proper vacuole morphology in vacuole delivery pathways by regulating fusion of vesicles with the vacuole at the tethering/docking stage. The complex is activated by membrane-bound Rab5 (Q9V3I2) to facilitate nucleotide exchange of Rab7 (O76742) on membranes. Bulli appears to extend the ability of Mon1-Ccz1 to coordinate the Rab5 to Rab7 transition at endosomes potentially by may providing a docking platform for additional regulators of endosomal trafficking.	Bulli binds as a L-shaped extension at the periphery of the Mon1 and Ccz1 heterodimers, and does not impact the activity of the complex or the interactions with recruiter and substrate GTPases. 	Heterotrimer	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q9VR38(1)|Q9VRX1(1)|Q9VZL5(1)
CPX-2333	Mitochondrial calcium uniporter complex	Uniplex complex	7227	A0A0B4KHF1(0)|A2VEI2(0)|Q7JX57(0)|Q8IQ70(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:1990246(uniplex complex)|GO:0005509(calcium ion binding)|GO:0015292(uniporter activity)|GO:0036444(calcium import into the mitochondrion)|GO:0051560(mitochondrial calcium ion homeostasis)|GO:0005743(mitochondrial inner membrane)	pubmed:28726639(see-also)|flybase:FBgg0000725(identity)|qsproteome:QS195275(identity)|pubmed:31042479(see-also)|complex portal:CPX-2333(complex-primary)	Highly selective, inward-rectifying Ca2+ channel located on the inner mitochondrial membrane. The uniporter is quiescent in resting cellular conditions and becomes activated only when local Ca2+ levels rise above approximately 1 microM with the MCU tetramer forming a calcium-conducting pore. Ca2+ uptake is driven by the large negative inner mitochondrial membrane potential generated by proton pumping into the intermembrane space by the electron transport chain.	MCU forms a Ca2+-conducting pore with EMRE subunits attached to its periphery. EF-hand motif containing proteins MICU1 and MICU3 bind Ca2+. They inhibit channel activity at low Ca2+ concentrations and act as gatekeepers by sensing elevations in cytosolic Ca2+ levels and increase opening.	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	A0A0B4KHF1(0)|A2VEI2(0)|Q7JX57(0)|Q8IQ70(0)
CPX-2334	NatA N-alpha-acetyltransferase complex	NatA complex	7227	Q9VT75(0)|Q9VWI2(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0004596(peptide alpha-N-acetyltransferase activity)|GO:0031415(NatA complex)	flybase:FBgg0000644(identity)|pubmed:26861501(see-also)|qsproteome:QS120583(identity)|rhea:Rhea 50508(identity)|rhea:Rhea 50496(identity)|rhea:Rhea 50516(identity)|rhea:Rhea 50500(identity)|intenz:2.3.1.255(identity)|rhea:Rhea 50504(identity)|rhea:Rhea 50512(identity)|complex portal:CPX-2334(complex-primary)	N(alpha)-acetyltransferases responsible for the covalent attachment of an acetyl group (CH3CO) to the free alpha-amino group (NH3+) at the N-terminal end of a polypeptide, one of the most common co-translational modifications. This changes the electrostatic properties of proteins and therefore protein function, stability and localization. NatA co-translationally acetylates N-termini that bear a small amino acid (Ala, Ser, Thr, Cys, and occasionally Val and Gly), which is exposed after methionine cleavage by methionine aminopeptidases.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q9VT75(0)|Q9VWI2(0)
CPX-2335	NatB N-alpha-acetyltransferase complex	-	7227	M9PI14(0)|Q9VDQ7(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0031416(NatB complex)|GO:0004596(peptide alpha-N-acetyltransferase activity)	flybase:FBgg0000648(identity)|qsproteome:QS194001(identity)|rhea:RHEA:50488(identity)|intenz:2.3.1.254(identity)|rhea:RHEA:50492(identity)|rhea:RHEA:50480(identity)|pubmed:26861501(see-also)|rhea:RHEA:50484(identity)|pubmed:23152593(see-also)|complex portal:CPX-2335(complex-primary)	N(alpha)-acetyltransferases responsible for the covalent attachment of an acetyl group (CH3CO) to the free alpha-amino group (NH3+) at the N-terminal end of a polypeptide, one of the most common co-translational modifications. This changes the electrostatic properties of proteins and therefore protein function, stability and localization. NatB is responsible for the acetylation of methionine-acidic/hydrophilic N-termini (Met-Asp-, Met-Asn-, Met-Glu-, and Met-Gln-). Required for normal cell cycle progression.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	M9PI14(0)|Q9VDQ7(0)
CPX-2337	CSL-Notch-Mastermind transcriptional activation complex	CSL-NICD-MAM complex	7227	P07207(0)|P21519(0)|P28159(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0001228(DNA-binding transcription activator activity, RNA polymerase II-specific)|GO:0045893(positive regulation of transcription, DNA-templated)|GO:0007219(Notch signaling pathway)|GO:0043565(sequence-specific DNA binding)|GO:1990433(CSL-Notch-Mastermind transcription factor complex)|GO:0005634(nucleus)	pubmed:21737682(see-also)|flybase:FBgg0001066(identity)|qsproteome:QS194299(identity)|pubmed:17535912(see-also)|complex portal:CPX-2337(complex-primary)	Transcriptional activation complex. Assembles in the nucleus following engagement of a Notch receptor ligand which results in the release of the intracellular portion of Notch (ICN, NICD or Notch-Intra) from the membrane allowing this to translocate to the nucleus. The complex binds to the promoter of genes containing a conserved pair of CSL binding sites in a psuedo-symmetrical head-to-head orientation that are separated by 15-19 base pairs - a Su(H)-paired site or sequence paired site (SPS).	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P07207(0)|P21519(0)|P28159(0)
CPX-2339	MKS complex	B9 complex|Meckel syndrome module|Tectonic complex	7227	A1ZAV1(0)|M9MRD5(0)|Q9VF59(0)|Q9VMH0(0)|Q9VYM3(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:1905349(ciliary transition zone assembly)|GO:0036038(MKS complex)|GO:1905350(Y-shaped link assembly)|GO:0035869(ciliary transition zone)	qsproteome:QS120225(identity)|pubmed:27577095(see-also)|pubmed:27646273(see-also)|flybase:FBgg0000608(identity)|complex portal:CPX-2339(complex-primary)	Plays a key role in establishing the ciliary transition zone (TZ), a structure found at the cilia base. Organises the TZ Y-shaped links which act as part of a selective barrier that prevents diffusion of proteins between the ciliary cytoplasm and cellular cytoplasm and between the ciliary membrane and plasma membrane.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	A1ZAV1(0)|M9MRD5(0)|Q9VF59(0)|Q9VMH0(0)|Q9VYM3(0)
CPX-2340	Male specific lethal complex	Dosage Compensation Complex|MSL complex	7227	O02193(0)|P24785(0)|P50534(0)|P50535(0)|P50536(0)|URS000007F891_7227(0)|URS00003DAD4B_7227(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0072487(MSL complex)|GO:0009047(dosage compensation by hyperactivation of X chromosome)|GO:0043138(3'-5' DNA helicase activity)|GO:0046972(histone acetyltransferase activity (H4-K16 specific))|GO:0000228(nuclear chromosome)	pubmed:34943924(see-also)|qsproteome:QS195231(identity)|intenz:3.6.4.13(identity)|flybase:FBgg0000283(identity)|rhea:RHEA:21992(identity)|rhea:RHEA:13065(identity)|intenz:2.3.1.48(identity)|pubmed:25934013(see-also)|complex portal:CPX-2340(complex-primary)	Site-specific histone acetylation complex required for dosage compensation, increasing the transcription of genes on the single X chromosome in Drosophila males to equal that of both X chromosomes in females. The complex acetylates histone 4 on lysine 16 which hyperactivates genes on the X chromosome. 	Expression of the male-limited component MSL2 during early development triggers complex assembly localized on the male X chromosome. msl-1 dimerizes and serves as a scaffold with binding sites for msl-2, mof, and msl-3. msl-3 contains a chromodomain that binds the co-transcriptional H3K36me3 mark and is necessary for enrichment of the MSL complex within the body of active genes. mle may unwind double-stranded DNA in a 3' to 5' direction	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	O02193(0)|P24785(0)|P50534(0)|P50535(0)|P50536(0)
