#Complex ac	Recommended name	Aliases for complex	Taxonomy identifier	Identifiers (and stoichiometry) of molecules in complex	Evidence Code	Experimental evidence	Go Annotations	Cross references	Description	Complex properties	Complex assembly	Ligand	Disease	Agonist	Antagonist	Comment	Source	Expanded participant list
CPX-1368	PP2A-PPTR-2 phosphatase complex	-	6239	A9UJN4(0)|CHEBI:29035(0)|G5EGK8(0)|Q09543(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000159(protein phosphatase type 2A complex)|GO:0004721(phosphoprotein phosphatase activity)	qsproteome:QS115365(identity)|pubmed:23336080(see-also)|intenz:3.1.3.16(identity)|complex portal:CPX-1368(complex-primary)	Predicted serine/threonine phosphatase complex with phosphatase activity driven by let-92.	The complex consists of a common heterodimeric core enzyme, composed of catalytic subunit let-92 (serine/threonine protein phosphatase), and constant regulatory subunit paa-1, that associates with a variety of regulatory subunits which confer distinct properties to the holoenzyme. In this complex the core holoenzyme interacts with the regulatory subunit pptr-2.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	A9UJN4(0)|G5EGK8(0)|Q09543(0)
CPX-1373	PP2A-F43B10.1 phosphatase complex	-	6239	CHEBI:29035(0)|G5EGK8(0)|Q09543(0)|Q17744(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0004721(phosphoprotein phosphatase activity)|GO:0000159(protein phosphatase type 2A complex)	qsproteome:QS134058(identity)|intenz:3.1.3.16(identity)|complex portal:CPX-1373(complex-primary)|pubmed:23336080(see-also)	Predicted serine/threonine phosphatase complex with phosphatase activity driven by let-92.	The complex consists of a common heterodimeric core enzyme, composed of catalytic subunit let-92 (serine/threonine protein phosphatase), and constant regulatory subunit paa-1, that associates with a variety of regulatory subunits which confer distinct properties to the holoenzyme. In this complex the core holoenzyme interacts with the regulatory subunit F43B10.1 (Q17744).	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5EGK8(0)|Q09543(0)|Q17744(0)
CPX-1374	SAS-5-SAS-6 complex	-	6239	O62479(0)|Q20010(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-1570143	GO:0051298(centrosome duplication)|GO:0005814(centriole)|GO:0098534(centriole assembly)	qsproteome:QS116495(identity)|pubmed:23064147(see-also)|pubmed:15665853(see-also)|complex portal:CPX-1374(complex-primary)|pubmed:21497765(see-also)	Forms the initial central tube of the centriole, to which other proteins may be recruited during centriole formation, assembly and duplication in mitosis. The complex interacts with and is targeted to centrioles by the PP2A-SUR-6 phosphatase complex (CPX-1366) during centriole formation. sas-5 is dephosphorylated by the serine/threonine phosphatase let-92 (G5EGK8) within the PP2A-SUR-6 complex During centriole duplication, the complex may also be recruited to centrioles by the kinase zyg-1.	Heterotrimer. Molecular weight is about 80KDa. sas-5 and sas-6 interact to form semicircular or arc-like structures. Associates with the PP2A-SUR-6 complex (CPX-1366) through interactions between sas-5 and let-92, and interactions between sas-6 and paa-1 and sur-6.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O62479(0)|Q20010(0)
CPX-1375	PP2A-F47B8.3 phosphatase complex	-	6239	CHEBI:29035(0)|G5EGK8(0)|Q09543(0)|Q20519(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000159(protein phosphatase type 2A complex)|GO:0004721(phosphoprotein phosphatase activity)	qsproteome:QS116505(identity)|pubmed:23336080(see-also)|intenz:3.1.3.16(identity)|complex portal:CPX-1375(complex-primary)	Predicted serine/threonine phosphatase complex with phosphatase activity driven by let-92.	The complex consists of a common heterodimeric core enzyme, composed of catalytic subunit let-92 (serine/threonine protein phosphatase), and constant regulatory subunit paa-1, that associates with a variety of regulatory subunits which confer distinct properties to the holoenzyme. In this complex the core holoenzyme interacts with the regulatory subunit F47B8.3 (Q20519).	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5EGK8(0)|Q09543(0)|Q20519(0)
CPX-1376	PP2A-T22D1.5 phosphatase complex	-	6239	CHEBI:29035(0)|G5EGK8(0)|Q09543(0)|Q9GZH6(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000159(protein phosphatase type 2A complex)|GO:0004721(phosphoprotein phosphatase activity)	qsproteome:QS134042(identity)|pubmed:23336080(see-also)|intenz:3.1.3.16(identity)|complex portal:CPX-1376(complex-primary)	Predicted serine/threonine phosphatase complex with phosphatase activity driven by let-92.	The complex consists of a common heterodimeric core enzyme, composed of catalytic subunit let-92 (serine/threonine protein phosphatase), and constant regulatory subunit paa-1, that associates with a variety of regulatory subunits which confer distinct properties to the holoenzyme. In this complex the core holoenzyme interacts with the regulatory subunit T22D1.5 (Q9GZH6).	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5EGK8(0)|Q09543(0)|Q9GZH6(0)
CPX-1385	unc-83-unc-84 LINC complex	-	6239	Q20745(0)|Q23064(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-3884847	GO:0005635(nuclear envelope)|GO:0140444(cytoskeleton-nuclear membrane anchor activity)|GO:0030473(nuclear migration along microtubule)|GO:0034993(meiotic nuclear membrane microtubule tethering complex)	qsproteome:QS114861(identity)|complex portal:CPX-1385(complex-primary)|pubmed:16481402(see-also)	Complex involved in nuclear migration throughout development, recruiting dynein and kinesin-1 to the nuclear surface. The complex connects the nuclear envelope to the microtubule cytoskeleton to allow for nuclear transport along microtubules. unc-83 associates with and recruits the large microtubule-associated bicd-1-dlc-1-egal-1 (CPX-1388) and lis-1-nud-2 complexes (CPX-1389) and the Kinesin I motor complex (CPX-1390) to the nuclear envelope to regulate both the bidirectional migration of nuclei and the extent of nuclear migrations. 	unc-83 and unc-84 are nuclear envelope proteins that interact in the perinuclear space to bridge the nuclear envelope, with unc-84 recruiting unc-83 to the nuclear membrane. 	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q20745(0)|Q23064(0)
CPX-1388	bicd-1-dlc-1-egal-1 microtubule-associated dynein motor complex	-	6239	Q17902(0)|Q22799(0)|V6CJ04(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0008017(microtubule binding)|GO:0030473(nuclear migration along microtubule)|GO:0005875(microtubule associated complex)	qsproteome:QS134043(identity)|complex portal:CPX-1388(complex-primary)|pubmed:20005871(see-also)	Motor complex that trafficks organelles, proteins and RNA towards the minus ends of microtubules. In particular, the complex plays a role in cellular processes including cell division, mitosis, meiosis, cell proliferation. Its role in organelle trafficking is through interactions with the nuclear migration protein unc-83. bicd-1 and dlc-1 interact with unc-83 within the unc-83-unc-84 complex (CPX-1385) and this recruits the motor complex to nuclear envelope where it is involved in the regulation of nuclear migrations in hypodermal precursor cells. In addition, during cell division, the complex is involved in the pairing of homologous chromosomes, and also maintains germline development and homeostasis by inhibiting germ cell proliferation. The complex is a component of a larger assembly that associates with microtubules through dynein.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q17902(0)|Q22799(0)|V6CJ04(0)
CPX-1389	lis-1-nud-2 microtubule-associated dynein motor complex	-	6239	O45717(0)|Q9NDC9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0008017(microtubule binding)|GO:0005875(microtubule associated complex)|GO:0031022(nuclear migration along microfilament)	qsproteome:QS117617(identity)|complex portal:CPX-1389(complex-primary)|pubmed:20005871(see-also)|pubmed:16996038(see-also)	Motor complex that trafficks organelles, proteins and RNA towards the minus ends of microtubules. In particular, the complex plays a role in cellular processes including cell division, mitosis, meiosis, cell proliferation. The complex is recruited to the nuclear envelope to regulate nuclear migrations in hypodermal precursor cells. Its role in nuclear trafficking is through interactions with the nuclear migration protein unc-83. nud-2 interacts with unc-83 within the unc-83-unc-84 complex (CPX-1385) and this recruits the motor complex to nuclear envelope where it is involved in the regulation of nuclear migrations in hypodermal precursor cells. The complex is a component of a larger assembly that associates with microtubules through dynein.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O45717(0)|Q9NDC9(0)
CPX-1390	Kinesin I motor complex, klc-2 variant	Kinesin I complex	6239	P34540(0)|P46822(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-333992	GO:0030473(nuclear migration along microtubule)|GO:0016938(kinesin I complex)|GO:0008104(protein localization)|GO:0008017(microtubule binding)	qsproteome:QS114875(identity)|pubmed:15563606(see-also)|pubmed:19605495(see-also)|complex portal:CPX-1390(complex-primary)	Motor complex that is involved in the trafficking of organelles and cellular components along microtubules. The complex is recruited to the nuclear envelope to regulate nuclear migrations in hypodermal precursor cells. Its role in nuclear trafficking is through interactions with the nuclear migration protein unc-83. klc-2 interacts with unc-83 within the unc-83-unc-84 LINC complex (CPX-1385) and this recruits the motor complex to nuclear envelope where it is involved in the regulation of nuclear migrations in hypodermal precursor cells. The complex plays a role in the localization and transport of components of synaptic vesicles through interactions with the cargo adaptor protein unc-16. The complex is a component of a larger assembly that associates with microtubules through kinesin.	The C-terminals of klc-2 and unc-116 probably interact to form of a coiled coil (stalk).	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P34540(0)|P46822(0)
CPX-1411	Separase-Securin complex	Separase-securin complex	6239	G5ED39(1)|Q18235(1)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-4324714	GO:0004197(cysteine-type endopeptidase activity)|GO:1990520(separase-securin complex)|GO:0034088(maintenance of mitotic sister chromatid cohesion)|GO:0034090(maintenance of meiotic sister chromatid cohesion)	wwpdb:5mz6(identity)|qsproteome:QS115359(identity)|intenz:3.4.22.49(identity)|pubmed:27249343(see-also)|pubmed:12498686(see-also)|complex portal:CPX-1411(complex-primary)|emdb:EMD-3583(identity)|emdb:EMD-3584(identity)	Regulates the metaphase-to-anaphase transition during cell cycle progression, playing a role in control of the metaphase-anaphase transition and anaphase onset. Complex formation both activates and inhibits the protease activity of separase/sep-1 which is responsible for cleaving the scc-1 (Q19325) subunit of the cohesin ring that holds sister chromatids together during mitosis. Securin/ify-1 appears to ensure that separase adopts its proper fold required for proteolytic activity and also promotes subcellular localization of separase to the nucleus. Securin is degraded via ubiquitylation by the anaphase-promoting complex enabling separase to become fully active. 	Closed complex globular conformation composed of two lobes connected by a thin linker, with a large central cavity. The larger lobe is approximately 93.5 kDa, and the smaller lobe is approximately 80.5 kDa. Molecular mass: 174 kDa	Heterodimer	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5ED39(1)|Q18235(1)
CPX-1416	Kinesin I motor complex, klc-1 variant	Kinesin I complex	6239	H9G2T2(0)|P34540(0)	ECO:0005546(biological system reconstruction evidence based on paralogy evidence used in manual assertion)	-	GO:0030473(nuclear migration along microtubule)|GO:0016938(kinesin I complex)|GO:0008104(protein localization)|GO:0008017(microtubule binding)	qsproteome:QS114853(identity)|complex portal:CPX-1390(inferred-from)|complex portal:CPX-1416(complex-primary)	Probable motor complex that is involved in the trafficking of organelles and cellular components along microtubules. The complex is recruited to the nuclear envelope to regulate nuclear migrations in hypodermal precursor cells. Its role in nuclear trafficking is through interactions with the nuclear migration protein unc-83. klc-1 interacts with unc-83 within the unc-83-unc-84 LINC complex (CPX-1385) and this recruits the motor complex to nuclear envelope where it is involved in the regulation of nuclear migrations in hypodermal precursor cells. The complex plays a role in the localization and transport of components of synaptic vesicles through interactions with the cargo adaptor protein unc-16. The complex is a component of a larger assembly that associates with microtubules through kinesin.	The C-terminals of klc-1 and unc-116 probably interact to form of a coiled coil (stalk).	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	H9G2T2(0)|P34540(0)
CPX-1615	Checkpoint clamp complex	Rad9-Hus1-Rad1 complex|9-1-1 complex|Rad9-Hus1-Rad1 (9-1-1) clamp complex|Hus-1/Mrt-2/Hpr-9 complex	6239	G5EC44(0)|G5EFI9(0)|Q95Q27(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0030896(checkpoint clamp complex)|GO:0000077(DNA damage checkpoint)|GO:0008408(3'-5' exonuclease activity)|GO:0005634(nucleus)|GO:0003684(damaged DNA binding)	qsproteome:QS134057(identity)|intenz:3.1.11.2(identity)|pubmed:12445383(see-also)|complex portal:CPX-1615(complex-primary)	Enables the DNA repair pathways to restore the integrity of the DNA prior to DNA synthesis or separation of the replicated chromosomes. In response to genotoxic damage, the complex is loaded around DNA. 	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5EC44(0)|G5EFI9(0)|Q95Q27(0)
CPX-3381	Egg-3/4/5 MBK-2 complex	-	6239	O01767(0)|O61789(0)|Q20402(0)|Q9XTF3(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0001556(oocyte maturation)|GO:0001691(pseudophosphatase activity)|GO:0005938(cell cortex)	pubmed:17869113(see-also)|qsproteome:QS134050(identity)|complex portal:CPX-3381(complex-primary)|pubmed:19879842(see-also)|intenz:2.7.12.1(identity)	Pseudophosphatase complex required for oocyte-to-zygote transition. Components of the complex sequester and modulate the kinase activity of mbk-2 before and during the early phases of meiosis to regulate oocyte maturation and egg activation. The complex localises to the cortex of the oocyte before the meiotic divisions and it is retained there during the early meiotic divisions. The inactive phosphatases egg-3, egg-4 and egg-5 are required for the cortical localisation of mbk-2. In particular, egg-3 acts as scaffold to tether mbk-2, egg-4 and egg-5 to the oocyte cortex, and thus restricts mbk-2 activity to the cortex during meiosis I. egg-4 and egg-5 bind to mbk-2 and inhibit its kinase activity. egg-3 does not affect mbk-2 activity. During anaphase of meiosis I, egg-3 relocalises to the cytoplasm and is targeted for degradation by the Anaphase Promoting Complex/Cyclosome (CPX-3382). This releases mbk-2 from the complex to modify the oocyte proteins required after meiosis.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O01767(0)|O61789(0)|Q20402(0)|Q9XTF3(0)
